ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_014311	D	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	Nucleus	enzyme	 	
NM_001243790	D	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	Nucleus	enzyme	 	
NM_001243791	D	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	Nucleus	enzyme	 	
NM_022739	 	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	Cytoplasm	enzyme	 	
NM_198274	 	SMYD1	SET and MYND domain containing 1	Nucleus	transcription regulator	 	
NM_022743	D	SMYD3	SET and MYND domain containing 3	Nucleus	enzyme	 	
NM_001167740	D	SMYD3	SET and MYND domain containing 3	Nucleus	enzyme	 	
NM_052928	 	SMYD4	SET and MYND domain containing 4	Other	other	 	
NM_006062	 	SMYD5	SMYD family member 5	Other	other	 	
NM_005985	 	SNAI1	snail family zinc finger 1	Nucleus	transcription regulator	 	
NM_178310	 	SNAI3	snail family zinc finger 3	Nucleus	transcription regulator	 	
NR_024399	D	SNAI3-AS1	SNAI3 antisense RNA 1	Other	other	 	
NR_024402	D	SNAI3-AS1	SNAI3 antisense RNA 1	Other	other	 	
NM_003825	D	SNAP23	synaptosome associated protein 23kDa	Plasma Membrane	transporter	 	
NM_130798	D	SNAP23	synaptosome associated protein 23kDa	Plasma Membrane	transporter	 	
NM_130811	D	SNAP25	synaptosome associated protein 25kDa	Plasma Membrane	transporter	botulinum toxin type A	
NM_003081	D	SNAP25	synaptosome associated protein 25kDa	Plasma Membrane	transporter	botulinum toxin type A	
NR_040710	 	SNAP25-AS1	SNAP25 antisense RNA 1	Other	other	 	
NM_004782	 	SNAP29	synaptosome associated protein 29kDa	Cytoplasm	transporter	 	
NM_053052	 	SNAP47	synaptosome associated protein 47kDa	Plasma Membrane	other	 	
NR_030717	D	SNAPC2	small nuclear RNA activating complex polypeptide 2	Nucleus	transcription regulator	 	
NM_003083	D	SNAPC2	small nuclear RNA activating complex polypeptide 2	Nucleus	transcription regulator	 	
NM_001039697	 	SNAPC3	small nuclear RNA activating complex polypeptide 3	Nucleus	other	 	
NR_052019	D	SNAPIN	SNAP-associated protein	Plasma Membrane	other	 	
NM_012437	D	SNAPIN	SNAP-associated protein	Plasma Membrane	other	 	
NR_052020	D	SNAPIN	SNAP-associated protein	Plasma Membrane	other	 	
NR_004435	 	SNAR-A1	small ILF3/NF90-associated RNA A1	Other	other	 	
NR_024229	 	SNAR-A10	small ILF3/NF90-associated RNA A10	Other	other	 	
NR_024225	 	SNAR-A11	small ILF3/NF90-associated RNA A11	Other	other	 	
NR_004437	 	SNAR-A12	small ILF3/NF90-associated RNA A12	Other	other	 	
NR_024216	 	SNAR-A13	small ILF3/NF90-associated RNA A13	Other	other	 	
NR_024242	 	SNAR-A14	small ILF3/NF90-associated RNA A14	Other	other	 	
NR_004436	 	SNAR-A2	small ILF3/NF90-associated RNA A2	Other	other	 	
NR_024214	 	SNAR-A3	small ILF3/NF90-associated RNA A3	Other	other	 	
NR_024215	 	SNAR-A4	small ILF3/NF90-associated RNA A4	Other	other	 	
NR_024223	 	SNAR-A5	small ILF3/NF90-associated RNA A5	Other	other	 	
NR_024227	 	SNAR-A6	small ILF3/NF90-associated RNA A6	Other	other	 	
NR_024224	 	SNAR-A7	small ILF3/NF90-associated RNA A7	Other	other	 	
NR_024228	 	SNAR-A8	small ILF3/NF90-associated RNA A8	Other	other	 	
NR_024226	 	SNAR-A9	small ILF3/NF90-associated RNA A9	Other	other	 	
NR_024231	 	SNAR-B1	small ILF3/NF90-associated RNA B1	Other	other	 	
NR_024230	 	SNAR-B2	small ILF3/NF90-associated RNA B2	Other	other	 	
NR_024220	 	SNAR-C1	small ILF3/NF90-associated RNA C1	Other	other	 	
NR_024217	 	SNAR-C2	small ILF3/NF90-associated RNA C2	Other	other	 	
NR_024221	 	SNAR-C3	small ILF3/NF90-associated RNA C3	Other	other	 	
NR_024218	 	SNAR-C4	small ILF3/NF90-associated RNA C4	Other	other	 	
NR_024219	 	SNAR-C5	small ILF3/NF90-associated RNA C5	Other	other	 	
NR_024243	 	SNAR-D	small ILF3/NF90-associated RNA D	Other	other	 	
NR_024258	 	SNAR-E	small ILF3/NF90-associated RNA E	Other	other	 	
NR_004384	 	SNAR-F	small ILF3/NF90-associated RNA F	Other	other	 	
NR_004383	 	SNAR-G1	small ILF3/NF90-associated RNA G1	Other	other	 	
NR_024244	 	SNAR-G2	small ILF3/NF90-associated RNA G2	Other	other	 	
NR_024342	 	SNAR-H	small ILF3/NF90-associated RNA H	Other	other	 	
NR_024343	 	SNAR-I	small ILF3/NF90-associated RNA I	Other	other	 	
NM_001318037	D	SNCB	synuclein beta	Cytoplasm	other	 	
NM_003085	D	SNCB	synuclein beta	Cytoplasm	other	 	
NM_001001502	D	SNCB	synuclein beta	Cytoplasm	other	 	
NM_001318034	D	SNCB	synuclein beta	Cytoplasm	other	 	
NM_001318036	D	SNCB	synuclein beta	Cytoplasm	other	 	
NM_001318035	D	SNCB	synuclein beta	Cytoplasm	other	 	
NM_003087	 	SNCG	synuclein gamma	Cytoplasm	other	 	
NR_027330	 	SND1-IT1	SND1 intronic transcript 1	Other	other	 	
NM_007241	D	SNF8	SNF8, ESCRT-II complex subunit	Cytoplasm	enzyme	 	
NM_001317194	D	SNF8	SNF8, ESCRT-II complex subunit	Cytoplasm	enzyme	 	
NM_001317192	D	SNF8	SNF8, ESCRT-II complex subunit	Cytoplasm	enzyme	 	
NM_001317193	D	SNF8	SNF8, ESCRT-II complex subunit	Cytoplasm	enzyme	 	
NR_133679	D	SNF8	SNF8, ESCRT-II complex subunit	Cytoplasm	enzyme	 	
NR_003098	 	SNHG1	small nucleolar RNA host gene 1	Other	other	 	
NR_003138	D	SNHG10	small nucleolar RNA host gene 10	Other	other	 	
NR_001459	D	SNHG10	small nucleolar RNA host gene 10	Other	other	 	
NR_003239	 	SNHG11	small nucleolar RNA host gene 11	Other	other	 	
NR_024127	 	SNHG12	small nucleolar RNA host gene 12	Other	other	 	
NR_038108	D	SNHG16	small nucleolar RNA host gene 16	Other	other	 	
NR_038109	D	SNHG16	small nucleolar RNA host gene 16	Other	other	 	
NR_038111	D	SNHG16	small nucleolar RNA host gene 16	Other	other	 	
NR_038110	D	SNHG16	small nucleolar RNA host gene 16	Other	other	 	
NR_027241	D	SNHG17	small nucleolar RNA host gene 17	Other	other	 	
NR_015366	D	SNHG17	small nucleolar RNA host gene 17	Other	other	 	
NR_045196	 	SNHG18	small nucleolar RNA host gene 18	Other	other	 	
NR_132114	 	SNHG19	small nucleolar RNA host gene 19	Other	other	 	
NR_027058	 	SNHG20	small nucleolar RNA host gene 20	Other	other	 	
NR_110099	D	SNHG21	small nucleolar RNA host gene 21	Other	other	 	
NR_110098	D	SNHG21	small nucleolar RNA host gene 21	Other	other	 	
NR_110097	D	SNHG21	small nucleolar RNA host gene 21	Other	other	 	
NR_110096	D	SNHG21	small nucleolar RNA host gene 21	Other	other	 	
NR_110100	D	SNHG21	small nucleolar RNA host gene 21	Other	other	 	
NR_117096	 	SNHG22	small nucleolar RNA host gene 22	Other	other	 	
NR_110178	 	SNHG24	small nucleolar RNA host gene 24	Other	other	 	
NR_132278	 	SNHG25	small nucleolar RNA host gene 25	Other	other	 	
NR_036473	D	SNHG3	small nucleolar RNA host gene 3	Nucleus	other	 	
NR_002909	D	SNHG3	small nucleolar RNA host gene 3	Nucleus	other	 	
NR_034011	D	SNHG8	small nucleolar RNA host gene 8	Other	other	 	
NR_003584	D	SNHG8	small nucleolar RNA host gene 8	Other	other	 	
NR_034010	D	SNHG8	small nucleolar RNA host gene 8	Other	other	 	
NR_003142	 	SNHG9	small nucleolar RNA host gene 9	Other	other	 	
NM_024700	 	SNIP1	Smad nuclear interacting protein 1	Nucleus	other	 	
NM_003498	 	SNN	stannin	Plasma Membrane	other	 	
NR_003026	 	SNORA1	small nucleolar RNA, H/ACA box 1	Other	other	 	
NR_002327	 	SNORA10	small nucleolar RNA, H/ACA box 10	Other	other	 	
NR_132782	 	SNORA100	small nucleolar RNA, H/ACA box 100	Other	other	 	
NR_132783	 	SNORA103	small nucleolar RNA, H/ACA box 103	Other	other	 	
NR_132784	 	SNORA104	small nucleolar RNA, H/ACA box 104	Other	other	 	
NR_132787	 	SNORA105A	small nucleolar RNA, H/ACA box 105A	Other	other	 	
NR_132788	 	SNORA105B	small nucleolar RNA, H/ACA box 105B	Other	other	 	
NR_132789	 	SNORA105C	small nucleolar RNA, H/ACA box 105C	Other	other	 	
NR_132852	 	SNORA107	small nucleolar RNA, H/ACA box 107	Other	other	 	
NR_132964	 	SNORA109	small nucleolar RNA, H/ACA box 109	Other	other	 	
NR_002953	 	SNORA11	small nucleolar RNA, H/ACA box 11	Other	other	 	
NR_132967	 	SNORA111	small nucleolar RNA, H/ACA box 111	Other	other	 	
NR_003709	 	SNORA11B	small nucleolar RNA, H/ACA box 11B	Other	other	 	
NR_003711	 	SNORA11D	small nucleolar RNA, H/ACA box 11D	Other	other	 	
NR_102368	 	SNORA11E	small nucleolar RNA, H/ACA box 11E	Other	other	 	
NR_002954	 	SNORA12	small nucleolar RNA, H/ACA box 12	Other	other	 	
NR_002922	 	SNORA13	small nucleolar RNA, H/ACA box 13	Other	other	 	
NR_002955	 	SNORA14A	small nucleolar RNA, H/ACA box 14A	Other	other	 	
NR_002956	 	SNORA14B	small nucleolar RNA, H/ACA box 14B	Other	other	 	
NR_002957	 	SNORA15	small nucleolar RNA, H/ACA box 15	Other	other	 	
NR_003035	 	SNORA16A	small nucleolar RNA, H/ACA box 16A	Other	other	 	
NR_004389	 	SNORA16B	small nucleolar RNA, H/ACA box 16B	Other	other	 	
NR_002959	 	SNORA18	small nucleolar RNA, H/ACA box 18	Other	other	 	
NR_002917	 	SNORA19	small nucleolar RNA, H/ACA box 19	Other	other	 	
NR_002960	 	SNORA20	small nucleolar RNA, H/ACA box 20	Other	other	 	
NR_002576	 	SNORA21	small nucleolar RNA, H/ACA box 21	Other	other	 	
NR_002961	 	SNORA22	small nucleolar RNA, H/ACA box 22	Other	other	 	
NR_002962	 	SNORA23	small nucleolar RNA, H/ACA box 23	Other	other	 	
NR_002963	 	SNORA24	small nucleolar RNA, H/ACA box 24	Other	other	 	
NR_003028	 	SNORA25	small nucleolar RNA, H/ACA box 25	Other	other	 	
NR_002575	 	SNORA27	small nucleolar RNA, H/ACA box 27	Other	other	 	
NR_002964	 	SNORA28	small nucleolar RNA, H/ACA box 28	Other	other	 	
NR_002965	 	SNORA29	small nucleolar RNA, H/ACA box 29	Other	other	 	
NR_002950	 	SNORA2A	small nucleolar RNA, H/ACA box 2A	Other	other	 	
NR_002951	 	SNORA2B	small nucleolar RNA, H/ACA box 2B	Other	other	 	
NR_002966	 	SNORA30	small nucleolar RNA, H/ACA box 30	Other	other	 	
NR_002967	 	SNORA31	small nucleolar RNA, H/ACA box 31	Other	other	 	
NR_003032	 	SNORA32	small nucleolar RNA, H/ACA box 32	Other	other	 	
NR_002436	 	SNORA33	small nucleolar RNA, H/ACA box 33	Other	other	 	
NR_002968	 	SNORA34	small nucleolar RNA, H/ACA box 2C	Other	other	 	
NR_002993	 	SNORA35	small nucleolar RNA, H/ACA box 35	Other	other	 	
NR_002969	 	SNORA36A	small nucleolar RNA, H/ACA box 36A	Other	other	 	
NR_003705	 	SNORA36C	small nucleolar RNA, H/ACA box 36C	Other	other	 	
NR_002971	 	SNORA38	small nucleolar RNA, H/ACA box 38	Other	other	 	
NR_003706	 	SNORA38B	small nucleolar RNA, H/ACA box 38B	Other	other	 	
NR_002588	 	SNORA4	small nucleolar RNA, H/ACA box 4	Other	other	 	
NR_002973	 	SNORA40	small nucleolar RNA, H/ACA box 40	Other	other	 	
NR_002590	 	SNORA41	small nucleolar RNA, H/ACA box 41	Other	other	 	
NR_002976	 	SNORA44	small nucleolar RNA, H/ACA box 44	Other	other	 	
NR_002580	 	SNORA45A	small nucleolar RNA, H/ACA box 3A	Other	other	 	
NR_002977	 	SNORA45B	small nucleolar RNA, H/ACA box 3B	Other	other	 	
NR_002978	 	SNORA46	small nucleolar RNA, H/ACA box 46	Other	other	 	
NR_003014	 	SNORA47	small nucleolar RNA, H/ACA box 47	Other	other	 	
NR_002918	 	SNORA48	small nucleolar RNA, H/ACA box 48	Other	other	 	
NR_002981	 	SNORA51	small nucleolar RNA, H/ACA box 51	Other	other	 	
NR_002585	 	SNORA52	small nucleolar RNA, H/ACA box 52	Other	other	 	
NR_003015	 	SNORA53	small nucleolar RNA, H/ACA box 53	Other	other	 	
NR_002982	 	SNORA54	small nucleolar RNA, H/ACA box 54	Other	other	 	
NR_002983	 	SNORA55	small nucleolar RNA, H/ACA box 55	Other	other	 	
NR_002984	 	SNORA56	small nucleolar RNA, H/ACA box 56	Other	other	 	
NR_004390	 	SNORA57	small nucleolar RNA, H/ACA box 57	Other	other	 	
NR_002985	 	SNORA58	small nucleolar RNA, H/ACA box 58	Other	other	 	
NR_002325	 	SNORA6	small nucleolar RNA, H/ACA box 6	Other	other	 	
NR_002986	 	SNORA60	small nucleolar RNA, H/ACA box 60	Other	other	 	
NR_002987	 	SNORA61	small nucleolar RNA, H/ACA box 61	Other	other	 	
NR_002324	 	SNORA62	small nucleolar RNA, H/ACA box 62	Nucleus	other	 	
NR_002586	 	SNORA63	small nucleolar RNA, H/ACA box 63	Other	other	 	
NR_002326	 	SNORA64	small nucleolar RNA, H/ACA box 64	Other	other	 	
NR_002449	 	SNORA65	small nucleolar RNA, H/ACA box 65	Other	other	 	
NR_002444	 	SNORA66	small nucleolar RNA, H/ACA box 66	Other	other	 	
NR_002912	 	SNORA67	small nucleolar RNA, H/ACA box 67	Other	other	 	
NR_000012	 	SNORA68	small nucleolar RNA, H/ACA box 68	Other	other	 	
NR_000011	 	SNORA70	small nucleolar RNA, H/ACA box 70	Other	other	 	
NR_003707	 	SNORA70B	small nucleolar RNA, H/ACA box 70B	Other	other	 	
NR_003708	 	SNORA70C	small nucleolar RNA, H/ACA box 70C	Other	other	 	
NR_033337	 	SNORA70D	small nucleolar RNA, H/ACA box 70D	Other	other	 	
NR_033347	 	SNORA70E	small nucleolar RNA, H/ACA box 70E	Other	other	 	
NR_033309	 	SNORA70F	small nucleolar RNA, H/ACA box 70F	Other	other	 	
NR_033335	 	SNORA70G	small nucleolar RNA, H/ACA box 70G	Other	other	 	
NR_002911	 	SNORA71A	small nucleolar RNA, H/ACA box 71A	Other	other	 	
NR_002910	 	SNORA71B	small nucleolar RNA, H/ACA box 71B	Other	other	 	
NR_003017	 	SNORA71C	small nucleolar RNA, H/ACA box 71C	Other	other	 	
NR_003018	 	SNORA71D	small nucleolar RNA, H/ACA box 71D	Other	other	 	
NR_002972	 	SNORA71E	small nucleolar RNA, H/ACA box 71E	Other	other	 	
NR_002581	 	SNORA72	small nucleolar RNA, H/ACA box 72	Other	other	 	
NR_002907	 	SNORA73A	small nucleolar RNA, H/ACA box 73A	Nucleus	other	 	
NR_004404	 	SNORA73B	small nucleolar RNA, H/ACA box 73B	Other	other	 	
NR_002988	 	SNORA74B	small nucleolar RNA, H/ACA box 74B	Other	other	 	
NR_002921	 	SNORA75	small nucleolar RNA, H/ACA box 75	Other	other	 	
NR_002980	 	SNORA76A	small nucleolar RNA, H/ACA box 50A	Other	other	 	
NR_002995	 	SNORA76C	small nucleolar RNA, H/ACA box 50C	Other	other	 	
NR_003019	 	SNORA77	small nucleolar RNA, H/ACA box 77	Other	other	 	
NR_003020	 	SNORA78	small nucleolar RNA, H/ACA box 78	Other	other	 	
NR_003021	 	SNORA79	small nucleolar RNA, H/ACA box 79	Other	other	 	
NR_002582	 	SNORA7A	small nucleolar RNA, H/ACA box 7A	Other	other	 	
NR_002992	 	SNORA7B	small nucleolar RNA, H/ACA box 7B	Other	other	 	
NR_002920	 	SNORA8	small nucleolar RNA, H/ACA box 8	Other	other	 	
NR_002996	 	SNORA80A	small nucleolar RNA, H/ACA box 80A	Other	other	 	
NR_028374	 	SNORA80B	small nucleolar RNA, H/ACA box 80B	Other	other	 	
NR_002974	 	SNORA80E	small nucleolar RNA, H/ACA box 80E	Other	other	 	
NR_002989	 	SNORA81	small nucleolar RNA, H/ACA box 81	Other	other	 	
NR_003704	 	SNORA84	small nucleolar RNA, H/ACA box 84	Other	other	 	
NR_132768	 	SNORA86	small nucleolar RNA, H/ACA box 86	Other	other	 	
NR_132769	 	SNORA87	small nucleolar RNA, H/ACA box 87	Other	other	 	
NR_132770	 	SNORA88	small nucleolar RNA, H/ACA box 88	Other	other	 	
NR_132771	 	SNORA89	small nucleolar RNA, H/ACA box 89	Other	other	 	
NR_132772	 	SNORA90	small nucleolar RNA, H/ACA box 90	Other	other	 	
NR_132773	 	SNORA91	small nucleolar RNA, H/ACA box 91	Other	other	 	
NR_132774	 	SNORA92	small nucleolar RNA, H/ACA box 92	Other	other	 	
NR_132775	 	SNORA93	small nucleolar RNA, H/ACA box 93	Other	other	 	
NR_132776	 	SNORA94	small nucleolar RNA, H/ACA box 94	Other	other	 	
NR_132777	 	SNORA95	small nucleolar RNA, H/ACA box 95	Other	other	 	
NR_132778	 	SNORA98	small nucleolar RNA, H/ACA box 98	Other	other	 	
NR_132779	 	SNORA99	small nucleolar RNA, H/ACA box 99	Other	other	 	
NR_002604	 	SNORD10	small nucleolar RNA, C/D box 10	Other	other	 	
NR_002435	 	SNORD100	small nucleolar RNA, C/D box 100	Other	other	 	
NR_002434	 	SNORD101	small nucleolar RNA, C/D box 101	Other	other	 	
NR_002574	 	SNORD102	small nucleolar RNA, C/D box 102	Other	other	 	
NR_004054	 	SNORD103A	small nucleolar RNA, C/D box 103A	Other	other	 	
NR_033295	 	SNORD103B	small nucleolar RNA, C/D box 103B	Other	other	 	
NR_004380	 	SNORD104	small nucleolar RNA, C/D box 104	Other	other	 	
NR_001293	 	SNORD107	small nucleolar RNA, C/D box 107	Other	other	 	
NR_001292	 	SNORD108	small nucleolar RNA, C/D box 108	Other	other	 	
NR_003078	 	SNORD110	small nucleolar RNA, C/D box 110	Other	other	 	
NR_003079	 	SNORD111	small nucleolar RNA, C/D box 111	Other	other	 	
NR_037420	 	SNORD111B	small nucleolar RNA, C/D box 111B	Other	other	 	
NR_003080	 	SNORD112	small nucleolar RNA, C/D box 112	Other	other	 	
NR_003229	 	SNORD113-1	small nucleolar RNA, C/D box 113-1	Other	other	 	
NR_003230	 	SNORD113-2	small nucleolar RNA, C/D box 113-2	Other	other	 	
NR_003231	 	SNORD113-3	small nucleolar RNA, C/D box 113-3	Other	other	 	
NR_003232	 	SNORD113-4	small nucleolar RNA, C/D box 113-4	Other	other	 	
NR_003233	 	SNORD113-5	small nucleolar RNA, C/D box 113-5	Other	other	 	
NR_003234	 	SNORD113-6	small nucleolar RNA, C/D box 113-6	Other	other	 	
NR_003235	 	SNORD113-7	small nucleolar RNA, C/D box 113-7	Other	other	 	
NR_003236	 	SNORD113-8	small nucleolar RNA, C/D box 113-8	Other	other	 	
NR_003237	 	SNORD113-9	small nucleolar RNA, C/D box 113-9	Other	other	 	
NR_003193	 	SNORD114-1	small nucleolar RNA, C/D box 114-1	Other	other	 	
NR_003203	 	SNORD114-10	small nucleolar RNA, C/D box 114-10	Other	other	 	
NR_003204	 	SNORD114-11	small nucleolar RNA, C/D box 114-11	Other	other	 	
NR_003205	 	SNORD114-12	small nucleolar RNA, C/D box 114-12	Other	other	 	
NR_003206	 	SNORD114-13	small nucleolar RNA, C/D box 114-13	Other	other	 	
NR_003207	 	SNORD114-14	small nucleolar RNA, C/D box 114-14	Other	other	 	
NR_003208	 	SNORD114-15	small nucleolar RNA, C/D box 114-15	Other	other	 	
NR_003209	 	SNORD114-16	small nucleolar RNA, C/D box 114-16	Other	other	 	
NR_003210	 	SNORD114-17	small nucleolar RNA, C/D box 114-17	Other	other	 	
NR_003211	 	SNORD114-18	small nucleolar RNA, C/D box 114-18	Other	other	 	
NR_003212	 	SNORD114-19	small nucleolar RNA, C/D box 114-19	Other	other	 	
NR_003194	 	SNORD114-2	small nucleolar RNA, C/D box 114-2	Other	other	 	
NR_003213	 	SNORD114-20	small nucleolar RNA, C/D box 114-20	Other	other	 	
NR_003214	 	SNORD114-21	small nucleolar RNA, C/D box 114-21	Other	other	 	
NR_003215	 	SNORD114-22	small nucleolar RNA, C/D box 114-22	Other	other	 	
NR_003216	 	SNORD114-23	small nucleolar RNA, C/D box 114-23	Other	other	 	
NR_003217	 	SNORD114-24	small nucleolar RNA, C/D box 114-24	Other	other	 	
NR_003218	 	SNORD114-25	small nucleolar RNA, C/D box 114-25	Other	other	 	
NR_003219	 	SNORD114-26	small nucleolar RNA, C/D box 114-26	Other	other	 	
NR_003220	 	SNORD114-27	small nucleolar RNA, C/D box 114-27	Other	other	 	
NR_003221	 	SNORD114-28	small nucleolar RNA, C/D box 114-28	Other	other	 	
NR_003222	 	SNORD114-29	small nucleolar RNA, C/D box 114-29	Other	other	 	
NR_003195	 	SNORD114-3	small nucleolar RNA, C/D box 114-3	Other	other	 	
NR_003223	 	SNORD114-30	small nucleolar RNA, C/D box 114-30	Other	other	 	
NR_003224	 	SNORD114-31	small nucleolar RNA, C/D box 114-31	Other	other	 	
